,tot_price
651,37140.0
652,23140.0
653,12010.0
654,11528.0
655,19643.0
656,10728.0
657,12018.0
658,22650.0
659,36140.0
660,18140.0
661,29140.0
662,23120.0
663,18120.0
664,26140.0
665,24655.0
666,39140.0
667,20140.0
668,43140.0
669,37140.0
670,30140.0
671,20655.0
672,35140.0
673,19640.0
674,23140.0
675,12025.0
676,13025.0
677,50295.0
678,26140.0
679,12025.0
680,30145.0
681,53145.0
682,29145.0
683,17120.0
684,34195.0
685,19120.0
686,15140.0
687,13140.0
688,16140.0
689,53140.0
690,20140.0
691,17443.0
692,16123.0
693,16663.0
694,26143.0
695,39145.0
696,84145.0
697,20145.0
698,17155.0
699,18380.0
700,15735.0
701,12700.0
702,12530.0
703,12645.0
704,18145.0
705,14530.0
706,17140.0
707,13815.0
708,20140.0
709,19135.0
710,15815.0
711,12740.0
712,20655.0
713,38140.0
714,36140.0
715,35640.0
716,29140.0
717,39140.0
718,19640.0
719,28140.0
720,24140.0
721,42140.0
722,31845.0
723,42145.0
724,33645.0
725,31145.0
726,45145.0
727,22640.0
728,22140.0
729,29954.0
730,32140.0
731,18145.0
732,55645.0
733,31645.0
734,31140.0
735,32395.0
736,31840.0
737,19145.0
738,17140.0
739,14725.0
740,31730.0
741,17555.0
742,34140.0
743,17520.0
744,11495.0
745,32639.0
746,36347.0
747,37540.0
748,31145.0
749,37145.0
750,20145.0
751,26640.0
752,24140.0
753,42645.0
754,7928.0
755,50145.0
756,29145.0
757,41640.0
758,26140.0
759,36140.0
760,50140.0
761,31645.0
762,24140.0
763,23519.0
764,22640.0
765,11495.0
766,20025.0
767,17840.0
768,28140.0
769,46145.0
770,24143.0
771,12818.0
772,17843.0
773,10998.0
774,19843.0
775,17328.0
776,25143.0
777,25143.0
778,26143.0
779,15123.0
780,16018.0
781,19643.0
782,12110.0
783,17143.0
784,14140.0
785,17025.0
786,22735.0
787,20643.0
788,19143.0
789,26143.0
790,16525.0
791,14148.0
792,8623.0
793,20143.0
794,14143.0
795,17518.0
796,15025.0
797,16625.0
798,18733.0
799,15028.0
800,33643.0
801,9698.0
802,14849.0
803,10994.0
804,10232.0
805,15495.0
806,22820.0
807,11725.0
808,17525.0
809,14640.0
810,17940.0
811,18840.0
812,20030.0
813,14028.0
814,17528.0
815,16640.0
816,15518.0
817,30233.0
818,21643.0
819,29840.0
820,11025.0
821,10495.0
822,15028.0
823,17158.0
824,19158.0
825,11718.0
826,15043.0
827,12843.0
828,24643.0
829,12198.0
830,20495.0
831,18095.0
832,18445.0
833,32038.0
834,18438.0
835,15528.0
836,22645.0
837,23138.0
838,19838.0
839,13718.0
840,23138.0
841,16520.0
842,18638.0
843,26645.0
844,12470.0
845,13010.0
846,17158.0
847,14123.0
848,17643.0
849,17658.0
850,20140.0
851,23140.0
852,30140.0
853,28640.0
854,31140.0
855,34140.0
856,28640.0
857,23640.0
858,24640.0
859,35140.0
860,21135.0
861,19995.0
862,33589.0
863,31033.0
864,32125.0
865,21033.0
866,21635.0
867,13595.0
868,21633.0
869,21433.0
870,21433.0
871,23033.0
872,29033.0
873,22033.0
874,11018.0
875,39033.0
876,24589.0
877,40033.0
878,33145.0
879,33589.0
880,33589.0
881,33589.0
882,37145.0
883,25589.0
884,27140.0
885,24140.0
886,18328.0
887,12520.0
888,16515.0
889,25033.0
890,21595.0
891,19190.0
892,16033.0
893,20833.0
894,36033.0
895,28640.0
896,39140.0
897,35140.0
898,31140.0
899,23640.0
900,16140.0
901,20140.0
902,41140.0
903,19095.0
904,20233.0
905,26200.0
906,30188.0
907,20645.0
908,37033.0
909,18113.0
910,35143.0
911,21898.0
912,30688.0
913,26733.0
914,26991.0
915,20198.0
916,14843.0
917,17658.0
918,18528.0
919,16623.0
920,13528.0
921,20648.0
922,9995.0
923,13025.0
924,20033.0
925,22875.0
926,27225.0
927,21035.0
928,20135.0
929,20633.0
930,20633.0
931,15518.0
932,11518.0
933,14930.0
934,16430.0
935,13643.0
936,11698.0
937,23143.0
938,18143.0
939,10418.0
940,15528.0
941,12828.0
942,18143.0
943,17028.0
944,16528.0
945,20798.0
946,15415.0
947,21025.0
948,19703.0
949,11728.0
950,16148.0
951,20085.0
952,13643.0
953,10123.0
954,36140.0
955,36642.0
956,31009.0
957,14643.0
958,20643.0
959,16643.0
960,15698.0
961,10028.0
962,11798.0
963,22433.0
964,25145.0
965,29135.0
966,14998.0
967,32143.0
968,31006.0
969,26653.0
970,26156.0
971,28207.0
972,32243.0
973,39845.0
974,18640.0
975,21033.0
976,22635.0
977,12950.0
978,42033.0
979,59135.0
980,31433.0
981,38033.0
982,17643.0
983,18643.0
984,18028.0
985,16528.0
986,18643.0
987,19658.0
988,22843.0
989,18123.0
990,22640.0
991,33395.0
992,13998.0
993,17028.0
994,11828.0
995,15145.0
996,23145.0
997,46145.0
998,33645.0
999,19645.0
1000,18150.0
1001,16135.0
1002,17160.0
1003,15526.0
1004,24033.0
1005,20728.0
1006,16143.0
1007,8728.0
1008,13718.0
1009,12518.0
1010,13718.0
1011,17018.0
1012,32645.0
1013,14645.0
1014,11025.0
1015,40645.0
1016,11495.0
1017,13270.0
1018,23141.0
1019,18321.0
1020,13141.0
1021,23641.0
1022,21901.0
1023,33141.0
1024,33741.0
1025,27741.0
1026,19021.0
1027,19028.0
1028,15823.0
1029,25135.0
1030,32145.0
1031,19896.0
1032,27589.0
1033,36033.0
1034,22141.0
1035,20135.0
1036,30911.0
1037,24041.0
1038,21141.0
1039,34401.0
1040,32140.0
1041,26038.0
1042,11295.0
1043,12525.0
1044,33230.0
1045,21625.0
1046,27940.0
1047,30140.0
1048,20136.0
1049,20136.0
1050,26140.0
1051,44140.0
1052,25641.0
1053,29150.0
1054,19896.0
1055,23901.0
1056,22589.0
1057,25135.0
1058,26589.0
1059,23896.0
1060,26033.0
1061,38033.0
1062,36041.0
1063,40141.0
1064,22641.0
1065,38594.0
1066,50141.0
1067,12498.0
1068,17843.0
1069,20643.0
1070,18141.0
1071,45401.0
1072,34594.0
1073,23589.0
1074,27135.0
1075,16521.0
1076,24033.0
1077,57141.0
1078,32589.0
1079,33033.0
1080,24033.0
1081,19106.0
1082,16981.0
1083,13141.0
1084,15256.0
1085,24641.0
1086,18841.0
1087,21698.0
1088,16158.0
1089,22258.0
1090,19143.0
1091,28643.0
1092,12518.0
1093,18143.0
1094,14623.0
1095,15623.0
1096,35141.0
1097,17901.0
1098,20136.0
1099,18841.0
1100,23401.0
1101,27033.0
1102,20396.0
1103,27589.0
1104,45125.0
1105,22589.0
1106,21396.0
1107,84641.0
1108,24589.0
1109,54135.0
1110,33026.0
1111,25636.0
1112,36136.0
1113,49646.0
1114,16521.0
1115,12728.0
1116,16198.0
1117,13018.0
1118,13843.0
1119,17028.0
1120,16028.0
1121,19158.0
1122,15858.0
1123,20136.0
1124,32589.0
1125,35641.0
1126,31641.0
1127,25041.0
1128,19741.0
1129,34033.0
1130,23901.0
1131,32645.0
1132,26144.0
1133,32645.0
1134,38145.0
1135,47033.0
1136,30041.0
1137,24589.0
1138,38033.0
1139,32589.0
1140,20456.0
1141,13026.0
1142,11026.0
1143,19801.0
1144,29136.0
1145,33636.0
1146,33026.0
1147,34026.0
1148,31135.0
1149,16641.0
1150,20136.0
1151,13351.0
1152,14641.0
1153,15011.0
1154,30141.0
1155,18141.0
1156,37141.0
1157,33641.0
1158,11926.0
1159,13135.0
1160,23041.0
1161,19135.0
1162,32589.0
1163,63941.0
1164,24901.0
1165,16131.0
1166,12645.0
1167,14795.0
1168,18121.0
1169,19041.0
1170,32141.0
1171,17621.0
1172,18926.0
1173,21136.0
1174,34401.0
1175,30636.0
1176,57136.0
1177,20589.0
1178,20589.0
1179,28135.0
1180,20136.0
1181,20136.0
1182,18026.0
1183,20156.0
1184,28026.0
1185,23135.0
1186,18441.0
1187,52641.0
1188,19896.0
1189,15586.0
1190,43296.0
1191,25564.0
1192,15596.0
1193,21141.0
1194,30141.0
1195,20141.0
1196,60141.0
1197,34741.0
1198,34741.0
1199,29658.0
1200,33143.0
1201,30141.0
1202,34641.0
1203,21641.0
1204,19367.0
1205,11256.0
1206,19641.0
1207,21141.0
1208,39641.0
1209,33196.0
1210,24041.0
1211,44141.0
1212,36641.0
1213,31196.0
1214,25091.0
1215,18641.0
1216,18123.0
1217,22163.0
1218,17141.0
1219,34641.0
1220,18696.0
1221,19641.0
1222,19021.0
1223,12756.0
1224,16528.0
1225,21258.0
1226,13518.0
1227,14143.0
1228,13298.0
1229,35136.0
1230,22843.0
1231,22143.0
1232,15528.0
1233,25298.0
1234,19148.0
1235,12328.0
1236,17528.0
1237,16028.0
1238,8423.0
1239,15028.0
1240,13028.0
1241,13623.0
1242,18843.0
1243,22698.0
1244,11623.0
1245,17145.0
1246,16518.0
1247,19143.0
1248,13143.0
1249,15123.0
1250,14698.0
1251,14028.0
1252,31143.0
1253,12015.0
1254,17558.0
1255,26643.0
1256,16143.0
1257,16533.0
1258,9123.0
1259,22543.0
1260,11958.0
1261,11440.0
1262,18843.0
1263,20843.0
1264,20143.0
1265,18643.0
1266,22643.0
1267,20148.0
1268,14643.0
1269,36143.0
1270,55143.0
1271,9619.0
1272,17116.0
1273,13021.0
1274,17528.0
1275,18158.0
1276,18018.0
1277,22828.0
1278,18123.0
1279,11698.0
1280,13018.0
1281,18158.0
1282,16728.0
1283,20643.0
1284,15943.0
1285,15143.0
1286,18843.0
1287,18641.0
1288,12581.0
1289,17315.0
1290,17560.0
1291,9290.0
1292,10510.0
1293,14198.0
1294,18698.0
1295,15823.0
1296,16623.0
1297,34843.0
1298,25643.0
1299,7956.0
1300,13148.0
1301,12498.0
1302,23058.0
1303,18496.0
1304,18443.0
1305,17443.0
1306,16140.0
1307,16120.0
1308,15028.0
1309,13528.0
1310,16328.0
1311,8528.0
1312,10998.0
1313,13518.0
1314,29136.0
1315,19028.0
1316,19143.0
1317,17123.0
1318,12798.0
1319,20028.0
1320,13018.0
1321,23143.0
1322,14015.0
1323,13140.0
1324,14295.0
1325,10100.0
1326,9798.0
1327,19143.0
1328,17018.0
1329,18498.0
1330,10250.0
1331,28327.0
1332,17205.0
1333,21033.0
1334,15645.0
1335,19140.0
1336,13970.0
1337,29843.0
1338,14528.0
1339,14528.0
1340,24095.0
1341,24140.0
1342,14995.0
1343,18104.0
1344,22140.0
1345,16145.0
1346,27594.0
1347,25589.0
1348,38589.0
1349,40135.0
1350,19658.0
1351,17648.0
1352,9728.0
1353,17143.0
1354,25995.0
1355,20495.0
1356,16028.0
1357,19123.0
1358,18528.0
1359,13318.0
1360,16143.0
1361,17663.0
1362,18640.0
1363,27140.0
1364,31645.0
1365,28033.0
1366,12020.0
1367,51095.0
1368,23975.0
1369,18595.0
1370,20135.0
1371,21144.0
1372,19640.0
1373,20140.0
1374,29589.0
1375,20135.0
1376,22895.0
1377,18995.0
1378,17135.0
1379,20033.0
1380,16020.0
1381,34033.0
1382,24033.0
1383,19335.0
1384,13115.0
1385,28635.0
1386,21635.0
1387,16520.0
1388,20115.0
1389,37135.0
1390,19395.0
1391,32698.0
1392,14828.0
1393,9298.0
1394,12328.0
1395,16200.0
1396,15143.0
1397,12528.0
1398,15123.0
1399,16161.0
1400,13318.0
1401,19163.0
1402,16465.0
1403,19610.0
1404,20585.0
1405,11221.0
1406,15685.0
1407,9391.0
1408,14628.0
1409,13528.0
1410,10498.0
1411,15823.0
1412,10198.0
1413,11998.0
1414,13328.0
1415,14998.0
1416,14120.0
1417,11405.0
1418,14015.0
1419,12898.0
1420,13218.0
1421,13928.0
1422,30043.0
1423,16634.0
1424,37134.0
1425,11325.0
1426,18843.0
1427,15643.0
1428,15943.0
1429,25643.0
1430,14818.0
1431,11998.0
1432,24958.0
1433,14423.0
1434,19143.0
1435,18235.0
1436,15505.0
1437,14505.0
1438,13840.0
1439,15640.0
1440,19610.0
1441,13125.0
1442,19143.0
1443,14623.0
1444,17643.0
1445,13623.0
1446,12028.0
1447,9928.0
1448,22643.0
1449,14728.0
1450,14918.0
1451,14643.0
1452,19030.0
1453,20135.0
1454,18565.0
1455,28150.0
1456,14328.0
1457,15528.0
1458,17643.0
1459,18998.0
1460,20698.0
1461,10498.0
1462,11018.0
1463,17928.0
1464,22143.0
1465,15028.0
1466,20143.0
1467,15985.0
1468,27140.0
1469,19640.0
1470,23230.0
1471,19610.0
1472,49130.0
1473,13095.0
1474,20670.0
1475,28595.0
1476,16480.0
1477,15643.0
1478,27148.0
1479,17840.0
1480,18258.0
1481,18123.0
1482,35643.0
1483,16843.0
1484,17143.0
1485,18643.0
1486,17528.0
1487,19698.0
1488,18843.0
1489,14943.0
1490,15018.0
1491,14318.0
1492,35643.0
1493,31643.0
1494,16143.0
1495,30233.0
1496,14018.0
1497,17148.0
1498,27038.0
1499,19372.0
1500,18595.0
1501,13410.0
1502,15018.0
1503,21143.0
1504,19143.0
1505,12328.0
1506,18233.0
1507,16198.0
1508,17843.0
1509,16028.0
1510,13415.0
1511,20589.0
1512,17589.0
1513,20635.0
1514,25589.0
1515,21794.0
1516,17290.0
1517,10335.0
1518,19636.0
1519,9578.0
1520,17028.0
1521,16328.0
1522,11998.0
1523,17528.0
1524,20198.0
1525,14318.0
1526,15643.0
1527,9498.0
1528,11042.0
1529,13200.0
1530,29291.0
1531,23795.0
1532,20033.0
1533,17935.0
1534,35995.0
1535,16020.0
1536,45135.0
1537,14115.0
1538,17020.0
1539,16435.0
1540,22594.0
1541,21935.0
1542,21635.0
1543,49635.0
1544,18635.0
1545,56635.0
1546,19935.0
1547,20185.0
1548,18375.0
1549,18020.0
1550,11495.0
1551,14995.0
1552,16623.0
1553,15518.0
1554,16328.0
1555,18458.0
1556,18135.0
1557,15635.0
1558,21935.0
1559,22135.0
1560,24135.0
1561,20895.0
1562,27033.0
1563,27033.0
1564,27033.0
1565,21144.0
1566,47144.0
1567,19155.0
1568,14019.0
1569,15093.0
1570,11464.0
1571,18038.0
1572,43640.0
1573,13252.0
1574,9515.0
1575,17140.0
1576,14918.0
1577,12823.0
1578,22733.0
1579,11643.0
1580,28033.0
1581,27033.0
1582,32033.0
1583,25033.0
1584,54635.0
1585,21190.0
1586,45144.0
1587,13918.0
1588,17140.0
1589,20440.0
1590,30950.0
1591,19135.0
1592,19589.0
1593,16088.0
1594,19643.0
1595,16123.0
1596,17123.0
1597,20123.0
1598,44033.0
1599,31135.0
1600,20135.0
1601,20135.0
1602,19240.0
1603,25634.0
1604,15634.0
1605,16434.0
1606,22849.0
1607,36134.0
1608,23634.0
1609,19495.0
1610,45144.0
1611,12528.0
1612,20758.0
1613,11328.0
1614,22043.0
1615,18158.0
1616,19328.0
1617,19643.0
1618,20028.0
1619,10598.0
1620,22033.0
1621,22435.0
1622,8623.0
1623,15018.0
1624,11200.0
1625,24258.0
1626,13200.0
1627,14013.0
1628,20140.0
1629,18474.0
1630,20013.0
1631,22594.0
1632,12594.0
1633,17698.0
1634,12828.0
1635,16528.0
1636,28733.0
1637,16528.0
1638,16810.0
1639,16520.0
1640,19220.0
1641,17395.0
1642,19135.0
1643,50135.0
1644,19033.0
1645,27144.0
1646,129145.0
1647,23033.0
1648,46585.0
1649,17615.0
1650,19635.0
1651,20635.0
1652,18135.0
1653,14120.0
1654,20640.0
1655,18020.0
1656,28135.0
1657,12240.0
1658,10470.0
1659,14033.0
1660,14443.0
1661,20843.0
1662,25143.0
1663,25143.0
1664,17143.0
1665,16028.0
1666,19943.0
1667,21148.0
1668,19643.0
1669,19898.0
1670,14028.0
1671,9328.0
1672,19948.0
1673,23935.0
1674,20200.0
1675,10025.0
1676,12645.0
1677,10495.0
1678,13018.0
1679,14415.0
1680,19430.0
1681,16080.0
1682,20835.0
1683,19135.0
1684,26635.0
1685,21035.0
1686,34895.0
1687,24650.0
1688,11280.0
1689,8615.0
1690,15923.0
1691,18328.0
1692,18843.0
1693,17443.0
1694,17643.0
1695,18698.0
1696,16643.0
1697,27733.0
1698,35143.0
1699,16643.0
1700,23589.0
1701,33033.0
1702,16470.0
1703,36033.0
1704,18158.0
1705,21643.0
1706,20198.0
1707,18143.0
1708,13540.0
1709,12015.0
1710,21140.0
1711,10498.0
1712,14528.0
1713,15018.0
1714,20028.0
1715,10298.0
1716,18643.0
1717,9725.0
1718,15028.0
1719,19443.0
1720,19143.0
1721,18723.0
1722,11328.0
1723,14525.0
1724,12695.0
1725,17440.0
1726,12640.0
1727,13140.0
1728,28136.0
1729,12528.0
1730,13623.0
1731,19423.0
1732,18528.0
1733,13998.0
1734,20698.0
1735,24158.0
1736,17728.0
1737,13518.0
1738,11028.0
1739,8718.0
1740,15923.0
1741,17143.0
1742,20233.0
1743,21643.0
1744,21595.0
1745,20033.0
1746,31198.0
1747,35843.0
1748,20143.0
1749,31843.0
1750,23343.0
1751,14018.0
1752,17025.0
1753,22143.0
1754,20943.0
1755,22030.0
1756,16590.0
1757,19145.0
1758,16020.0
1759,19140.0
1760,20800.0
1761,21940.0
1762,21589.0
1763,22143.0
1764,18143.0
1765,17143.0
1766,21943.0
1767,20648.0
1768,13515.0
1769,11515.0
1770,9995.0
1771,14025.0
1772,12025.0
1773,19640.0
1774,14140.0
1775,22940.0
1776,15640.0
1777,14525.0
1778,16780.0
1779,20595.0
1780,27645.0
1781,23680.0
1782,21519.0
1783,23558.0
1784,21859.0
1785,42645.0
1786,43645.0
1787,21595.0
1788,26033.0
1789,16680.0
1790,15865.0
1791,19780.0
1792,19589.0
1793,26135.0
1794,26135.0
1795,31033.0
1796,26645.0
1797,44033.0
1798,16120.0
1799,15775.0
1800,17140.0
1801,13940.0
1802,12615.0
1803,13600.0
1804,14325.0
1805,14140.0
1806,17545.0
1807,17925.0
1808,12020.0
1809,13270.0
1810,20395.0
1811,54135.0
1812,20033.0
1813,24395.0
1814,25395.0
1815,29033.0
1816,28835.0
1817,19635.0
1818,9895.0
1819,15625.0
1820,11515.0
1821,11995.0
1822,18025.0
1823,9595.0
1824,15515.0
1825,17840.0
1826,10395.0
1827,10495.0
1828,19590.0
1829,15970.0
1830,23195.0
1831,24640.0
1832,20040.0
1833,18140.0
1834,29285.0
1835,24140.0
1836,17025.0
1837,21140.0
1838,78033.0
1839,19395.0
1840,36589.0
1841,19140.0
1842,13715.0
1843,38144.0
1844,29395.0
1845,16020.0
1846,23320.0
1847,25640.0
1848,17190.0
1849,13145.0
1850,13025.0
1851,12915.0
1852,14995.0
1853,15280.0
1854,23135.0
1855,24593.0
1856,20489.0
1857,54135.0
1858,20033.0
1859,23035.0
1860,52320.0
1861,11795.0
1862,22795.0
1863,13250.0
1864,21395.0
1865,22145.0
1866,30645.0
1867,29033.0
1868,32145.0
1869,48565.0
1870,9695.0
1871,22695.0
