,tot_price
29512,17145.0
29513,17650.0
29514,18150.0
29515,19645.0
29516,15645.0
29517,17145.0
29518,17145.0
29519,14645.0
29520,19645.0
29521,15645.0
29522,20845.0
29523,20145.0
29524,14945.0
29525,10141.0
29526,17141.0
29527,17141.0
29528,19141.0
29529,16850.0
29530,16650.0
29531,15145.0
29532,30509.0
29533,17141.0
29534,17141.0
29535,18141.0
29536,26145.0
29537,20145.0
29538,16145.0
29539,17845.0
29540,13145.0
29541,15645.0
29542,27845.0
29543,16641.0
29544,17945.0
29545,18345.0
29546,16945.0
29547,13645.0
29548,12645.0
29549,19645.0
29550,17145.0
29551,27645.0
29552,20145.0
29553,17145.0
29554,13145.0
29555,12645.0
29556,15645.0
29557,15245.0
29558,12645.0
29559,18635.0
29560,14835.0
29561,18835.0
29562,17135.0
29563,16645.0
29564,15345.0
29565,14135.0
29566,22640.0
29567,19135.0
29568,14735.0
29569,9635.0
29570,15145.0
29571,17145.0
29572,16145.0
29573,16845.0
29574,13145.0
29575,16045.0
29576,16645.0
29577,15345.0
29578,16845.0
29579,16945.0
29580,18145.0
29581,13145.0
29582,15945.0
29583,24145.0
29584,15145.0
29585,28445.0
29586,15345.0
29587,22145.0
29588,12650.0
29589,10844.0
29590,17145.0
29591,20145.0
29592,14845.0
29593,16145.0
29594,13945.0
29595,14645.0
29596,14145.0
29597,17645.0
29598,17145.0
29599,17045.0
29600,19745.0
29601,16445.0
29602,17645.0
29603,19650.0
29604,15650.0
29605,15600.0
29606,18135.0
29607,14595.0
29608,16095.0
29609,26645.0
29610,25095.0
29611,16595.0
29612,12995.0
29613,17645.0
29614,18595.0
29615,17645.0
29616,12595.0
29617,14095.0
29618,13245.0
29619,17645.0
29620,25645.0
29621,13245.0
29622,13245.0
29623,14445.0
29624,16145.0
29625,15845.0
29626,13545.0
29627,16545.0
29628,18650.0
29629,14995.0
29630,27445.0
29631,18045.0
29632,21150.0
29633,14641.0
29634,13145.0
29635,14395.0
29636,20895.0
29637,45395.0
29638,16145.0
29639,14150.0
29640,15945.0
29641,16945.0
29642,18400.0
29643,16150.0
29644,21145.0
29645,20645.0
29646,16644.0
29647,19144.0
29648,16450.0
29649,16150.0
29650,16645.0
29651,17650.0
29652,18395.0
29653,14144.0
29654,14644.0
29655,14644.0
29656,14644.0
29657,14644.0
29658,14644.0
29659,14444.0
29660,14144.0
29661,15644.0
29662,24645.0
29663,24545.0
29664,15545.0
29665,18045.0
29666,15845.0
29667,13895.0
29668,27095.0
29669,21845.0
29670,13444.0
29671,13544.0
29672,14644.0
29673,14644.0
29674,14644.0
29675,14644.0
29676,14644.0
29677,19344.0
29678,14144.0
29679,18444.0
29680,17444.0
29681,15644.0
29682,10444.0
29683,15444.0
29684,14644.0
29685,13544.0
29686,14350.0
29687,15545.0
29688,15444.0
29689,15144.0
29690,16144.0
29691,15444.0
29692,15444.0
29693,15444.0
29694,14644.0
29695,16144.0
29696,16644.0
29697,16644.0
29698,14594.0
29699,14844.0
29700,24645.0
29701,17345.0
29702,19845.0
29703,17645.0
29704,24141.0
29705,12745.0
29706,19445.0
29707,16745.0
29708,12745.0
29709,16040.0
29710,16045.0
29711,19645.0
29712,15895.0
29713,17445.0
29714,16645.0
29715,18650.0
29716,18350.0
29717,16095.0
29718,15650.0
29719,20395.0
29720,19945.0
29721,22145.0
29722,20145.0
29723,18645.0
29724,16145.0
29725,21595.0
29726,17145.0
29727,18145.0
29728,28145.0
29729,15144.0
29730,15144.0
29731,15144.0
29732,15144.0
29733,27145.0
29734,18340.0
29735,19640.0
29736,15945.0
29737,19650.0
29738,25640.0
29739,16795.0
29740,17495.0
29741,17400.0
29742,26645.0
29743,25640.0
29744,25645.0
29745,25640.0
29746,20545.0
29747,16645.0
29748,27095.0
29749,18645.0
29750,22095.0
29751,17595.0
29752,16420.0
29753,23545.0
29754,20095.0
29755,20145.0
29756,16045.0
29757,12545.0
29758,42645.0
29759,21895.0
29760,18145.0
29761,14145.0
29762,19150.0
29763,16520.0
29764,17495.0
29765,18045.0
29766,16745.0
29767,15740.0
29768,15135.0
29769,14140.0
29770,13920.0
29771,20245.0
29772,18944.0
29773,19845.0
29774,21135.0
29775,15935.0
29776,15635.0
29777,17145.0
29778,15695.0
29779,20445.0
29780,16500.0
29781,23895.0
29782,27140.0
29783,18045.0
29784,16045.0
29785,18945.0
29786,20045.0
29787,13045.0
29788,23145.0
29789,24145.0
29790,24645.0
29791,14645.0
29792,36145.0
29793,14145.0
29794,23645.0
29795,20140.0
29796,17650.0
29797,17650.0
29798,15645.0
29799,16150.0
29800,14650.0
29801,16645.0
29802,15660.0
29803,25535.0
29804,20145.0
29805,22445.0
29806,20545.0
29807,23145.0
29808,26345.0
29809,19945.0
29810,19645.0
29811,21645.0
29812,21595.0
29813,14900.0
29814,16100.0
29815,16645.0
29816,16145.0
29817,17645.0
29818,21145.0
29819,18645.0
29820,20140.0
29821,16345.0
29822,12550.0
29823,14900.0
29824,17150.0
29825,23845.0
29826,14600.0
29827,24595.0
29828,13100.0
29829,19150.0
29830,20150.0
29831,15140.0
29832,19395.0
29833,11645.0
29834,17140.0
29835,24135.0
29836,26145.0
29837,28645.0
29838,15895.0
29839,16145.0
29840,25145.0
29841,14645.0
29842,25845.0
29843,16145.0
29844,14895.0
29845,15345.0
29846,18545.0
29847,23145.0
29848,25645.0
29849,16145.0
29850,33045.0
29851,24145.0
29852,20145.0
29853,32145.0
29854,28145.0
29855,16650.0
29856,15145.0
29857,16145.0
29858,19145.0
29859,20150.0
29860,17650.0
29861,23095.0
29862,15945.0
29863,22145.0
29864,15095.0
29865,18140.0
29866,24140.0
29867,25965.0
29868,10645.0
29869,14645.0
29870,19895.0
29871,17095.0
29872,13795.0
29873,20150.0
29874,10645.0
29875,9645.0
29876,18145.0
29877,14645.0
29878,22150.0
29879,18650.0
29880,42150.0
29881,25145.0
29882,13145.0
29883,24835.0
29884,13435.0
29885,17645.0
29886,24835.0
29887,20835.0
29888,25145.0
29889,13435.0
29890,13145.0
29891,19645.0
29892,16130.0
29893,21925.0
29894,16125.0
29895,17125.0
29896,16624.0
29897,24095.0
29898,22895.0
29899,18125.0
29900,17125.0
29901,16125.0
29902,18125.0
29903,24125.0
29904,15625.0
29905,15130.0
29906,22125.0
29907,13145.0
29908,19645.0
29909,16045.0
29910,18895.0
29911,23095.0
29912,18095.0
29913,17125.0
29914,21125.0
29915,17145.0
29916,23145.0
29917,16645.0
29918,18940.0
29919,16533.0
29920,17967.0
29921,18243.0
29922,18135.0
29923,21135.0
29924,23140.0
29925,18645.0
29926,22142.0
29927,12241.0
29928,9001.0
29929,14140.0
29930,16140.0
29931,22140.0
29932,16140.0
29933,11645.0
29934,18135.0
29935,11945.0
29936,10880.0
29937,17725.0
29938,18635.0
29939,18345.0
29940,16935.0
29941,17925.0
29942,19140.0
29943,18140.0
29944,16745.0
29945,18950.0
29946,18345.0
29947,17845.0
29948,12145.0
29949,12745.0
29950,19945.0
29951,13845.0
29952,18745.0
29953,18144.0
29954,14445.0
29955,12445.0
29956,18945.0
29957,17845.0
29958,18395.0
29959,16670.0
29960,17344.0
29961,18144.0
29962,18144.0
29963,17644.0
29964,17445.0
29965,16344.0
29966,19062.0
29967,16544.0
29968,18345.0
29969,16270.0
29970,18144.0
29971,13620.0
29972,18270.0
29973,18144.0
29974,17995.0
29975,18644.0
29976,12935.0
29977,18144.0
29978,18144.0
29979,15686.0
29980,18844.0
29981,18744.0
29982,17144.0
29983,17844.0
29984,16115.0
29985,15645.0
29986,12140.0
29987,19144.0
29988,17768.0
29989,19145.0
29990,18845.0
29991,15655.0
29992,14797.0
29993,18144.0
29994,17844.0
29995,16544.0
29996,19645.0
29997,16544.0
29998,11143.0
29999,18643.0
30000,18144.0
30001,11143.0
30002,16144.0
30003,16944.0
30004,16144.0
30005,15144.0
30006,17143.0
30007,14644.0
30008,15143.0
30009,20143.0
30010,13549.0
30011,17644.0
30012,18345.0
30013,19855.0
30014,18149.0
30015,18149.0
30016,20649.0
30017,16144.0
30018,17149.0
30019,14449.0
30020,16644.0
30021,14449.0
30022,14649.0
30023,20644.0
30024,25644.0
30025,19644.0
30026,16643.0
30027,17649.0
30028,16149.0
30029,15144.0
30030,14644.0
30031,15644.0
30032,21644.0
30033,25144.0
30034,26144.0
30035,14644.0
30036,20144.0
30037,15269.0
30038,21844.0
30039,24144.0
30040,18143.0
30041,18844.0
30042,16644.0
30043,15144.0
30044,14743.0
30045,14444.0
30046,16144.0
30047,15844.0
30048,16144.0
30049,9844.0
30050,20644.0
30051,18144.0
30052,16450.0
30053,12948.0
30054,17143.0
30055,19149.0
30056,14148.0
30057,13345.0
30058,16745.0
30059,21145.0
30060,12145.0
30061,17143.0
30062,17143.0
30063,15143.0
30064,14143.0
30065,19843.0
30066,12643.0
30067,17444.0
30068,20944.0
30069,15149.0
30070,13144.0
30071,14949.0
30072,13944.0
30073,11144.0
30074,22144.0
30075,16144.0
30076,12144.0
30077,15844.0
30078,10644.0
30079,16544.0
30080,17949.0
30081,21949.0
30082,10850.0
30083,11045.0
30084,12745.0
30085,16949.0
30086,17549.0
30087,16149.0
30088,13144.0
30089,13144.0
30090,14344.0
30091,14544.0
30092,22749.0
30093,16949.0
30094,15445.0
30095,14840.0
30096,13634.0
30097,11639.0
30098,22650.0
30099,17434.0
30100,14634.0
30101,15634.0
30102,17434.0
30103,17144.0
30104,25144.0
30105,12144.0
30106,32634.0
30107,22534.0
30108,17134.0
30109,14134.0
30110,20134.0
30111,18134.0
30112,20139.0
30113,15939.0
30114,35633.0
30115,36134.0
30116,18150.0
30117,14950.0
30118,18945.0
30119,18650.0
30120,13450.0
30121,12645.0
30122,12945.0
30123,18284.0
30124,17394.0
30125,18634.0
30126,17945.0
30127,16145.0
30128,16145.0
30129,16545.0
30130,18145.0
30131,16145.0
30132,12645.0
30133,13345.0
30134,15650.0
30135,12645.0
30136,13145.0
30137,21145.0
30138,17345.0
30139,11745.0
30140,18145.0
30141,19145.0
30142,18345.0
30143,17545.0
30144,14145.0
30145,17845.0
30146,12545.0
30147,15145.0
30148,18645.0
30149,13945.0
30150,14345.0
30151,16135.0
30152,16945.0
30153,22945.0
30154,17795.0
30155,15895.0
30156,18645.0
30157,12495.0
30158,30139.0
30159,19145.0
30160,15645.0
30161,12534.0
30162,14134.0
30163,15134.0
30164,12634.0
30165,25139.0
30166,15634.0
30167,16634.0
30168,12845.0
30169,18545.0
30170,18644.0
30171,17444.0
30172,16044.0
30173,16644.0
30174,14125.0
30175,18135.0
30176,18945.0
30177,19450.0
30178,16644.0
30179,16644.0
30180,16644.0
30181,16644.0
30182,10145.0
30183,16140.0
30184,19640.0
30185,11140.0
30186,18140.0
30187,25130.0
30188,17640.0
30189,11400.0
30190,16140.0
30191,15145.0
30192,11149.0
30193,18649.0
30194,18945.0
30195,15144.0
30196,16640.0
30197,14940.0
30198,17395.0
30199,13144.0
30200,23440.0
30201,16140.0
30202,19144.0
30203,19144.0
30204,36095.0
30205,37445.0
30206,19640.0
30207,11140.0
30208,15745.0
30209,18895.0
30210,18645.0
30211,18440.0
30212,9995.0
30213,16643.0
30214,18395.0
30215,17640.0
30216,16140.0
30217,18040.0
30218,17640.0
30219,15640.0
30220,18844.0
30221,16049.0
30222,22144.0
30223,10144.0
30224,10144.0
30225,14440.0
30226,17400.0
30227,24149.0
30228,16144.0
30229,17344.0
30230,18144.0
30231,17144.0
30232,18144.0
30233,10144.0
30234,15044.0
30235,16644.0
30236,19944.0
30237,17644.0
30238,17645.0
30239,16644.0
30240,13294.0
30241,25940.0
30242,14844.0
30243,16544.0
30244,16344.0
30245,10145.0
30246,22650.0
30247,35145.0
30248,17795.0
30249,18145.0
30250,19099.0
30251,19482.0
30252,14595.0
30253,18640.0
30254,12244.0
30255,12241.0
30256,12241.0
30257,18640.0
30258,18640.0
30259,20640.0
30260,22512.0
30261,18139.0
30262,21138.0
30263,14320.0
30264,18150.0
30265,24645.0
30266,13566.0
30267,19045.0
30268,10150.0
30269,19135.0
30270,19145.0
30271,17650.0
30272,11645.0
30273,13145.0
30274,12895.0
30275,34139.0
30276,12394.0
30277,11640.0
30278,33640.0
30279,19139.0
30280,17044.0
30281,25140.0
30282,17639.0
30283,22637.0
30284,15840.0
30285,17940.0
30286,14595.0
30287,40140.0
30288,13845.0
30289,12145.0
30290,12145.0
30291,22145.0
30292,16145.0
30293,17145.0
30294,9145.0
30295,16150.0
30296,19645.0
30297,10145.0
30298,10845.0
30299,11150.0
30300,13650.0
30301,13150.0
30302,10900.0
30303,10900.0
30304,10000.0
30305,11150.0
30306,16640.0
30307,19145.0
30308,17340.0
30309,17140.0
30310,18140.0
30311,15144.0
30312,18149.0
30313,17140.0
30314,16145.0
30315,19645.0
30316,17095.0
30317,17644.0
30318,20149.0
30319,16395.0
30320,16645.0
30321,22145.0
30322,14645.0
30323,25145.0
30324,25840.0
30325,16645.0
30326,17645.0
30327,18144.0
30328,20149.0
30329,22645.0
30330,24944.0
30331,19649.0
30332,16644.0
30333,15044.0
30334,17949.0
30335,21134.0
30336,16645.0
30337,16145.0
30338,12645.0
30339,19145.0
30340,15145.0
30341,16144.0
30342,16644.0
30343,10144.0
30344,19144.0
30345,16805.0
30346,18267.0
30347,17144.0
30348,18395.0
30349,12145.0
30350,19144.0
30351,14144.0
30352,16144.0
30353,16144.0
30354,13395.0
30355,14150.0
30356,10145.0
30357,11706.0
30358,13645.0
30359,18144.0
30360,19144.0
30361,14544.0
30362,17044.0
30363,9644.0
30364,11944.0
30365,12644.0
30366,15432.0
30367,9959.0
30368,8406.0
30369,12396.0
30370,10636.0
30371,20140.0
30372,17140.0
30373,16640.0
30374,18143.0
30375,9643.0
30376,13843.0
30377,13443.0
30378,13140.0
30379,18443.0
30380,18643.0
30381,10140.0
30382,16843.0
30383,12640.0
30384,17140.0
30385,12140.0
30386,14843.0
30387,14640.0
30388,13640.0
30389,13140.0
30390,13143.0
30391,11448.0
30392,16140.0
30393,17140.0
30394,12140.0
30395,20140.0
30396,15143.0
30397,14143.0
30398,12643.0
30399,8340.0
30400,14643.0
30401,11143.0
30402,13043.0
30403,12343.0
30404,15943.0
30405,16843.0
30406,12643.0
30407,13148.0
30408,13143.0
30409,14643.0
30410,13148.0
30411,10143.0
30412,20044.0
30413,13143.0
30414,19843.0
30415,19843.0
30416,10643.0
30417,10094.0
30418,13143.0
30419,9634.0
30420,11135.0
30421,11634.0
30422,15849.0
30423,11634.0
30424,30143.0
30425,31643.0
30426,12144.0
30427,16135.0
30428,19643.0
30429,15143.0
30430,10544.0
30431,8144.0
30432,17443.0
30433,11743.0
30434,10643.0
30435,12644.0
30436,9395.0
30437,12145.0
30438,11945.0
30439,18644.0
30440,17145.0
30441,18535.0
30442,7940.0
30443,12843.0
30444,18643.0
30445,12143.0
30446,10445.0
30447,18143.0
30448,13148.0
30449,9635.0
30450,19148.0
30451,10095.0
30452,13843.0
30453,14143.0
30454,12095.0
30455,16135.0
30456,11135.0
30457,12140.0
30458,10143.0
30459,17440.0
30460,13643.0
30461,13143.0
30462,16143.0
30463,13036.0
30464,17143.0
30465,19143.0
30466,15843.0
30467,11143.0
30468,21143.0
30469,16143.0
30470,11143.0
30471,19643.0
30472,30143.0
30473,16443.0
30474,12143.0
30475,15643.0
30476,10843.0
30477,11643.0
30478,7687.0
30479,11643.0
30480,13143.0
30481,11143.0
30482,13643.0
30483,13143.0
30484,20643.0
30485,14143.0
30486,10843.0
30487,10143.0
30488,11143.0
30489,11143.0
30490,11940.0
30491,9848.0
30492,14145.0
30493,14143.0
30494,11395.0
30495,13138.0
30496,8295.0
30497,12845.0
30498,9636.0
30499,10845.0
30500,10695.0
30501,11145.0
30502,11095.0
30503,13545.0
30504,8145.0
30505,9795.0
30506,10648.0
30507,13143.0
30508,12645.0
30509,12645.0
30510,9645.0
30511,10145.0
30512,11945.0
30513,12645.0
30514,11645.0
30515,13895.0
30516,11645.0
30517,11795.0
30518,11645.0
30519,12748.0
30520,11143.0
30521,11595.0
30522,12995.0
30523,13795.0
30524,10995.0
30525,9795.0
30526,10095.0
30527,10145.0
30528,12843.0
30529,14143.0
30530,9145.0
30531,9145.0
30532,10595.0
30533,10595.0
30534,10145.0
30535,10795.0
30536,13640.0
30537,17143.0
30538,10648.0
30539,11955.0
30540,16036.0
30541,13836.0
30542,7645.0
30543,16845.0
30544,8240.0
30545,18942.0
30546,13643.0
30547,13141.0
30548,10905.0
30549,11175.0
30550,11015.0
30551,14305.0
30552,14445.0
30553,10265.0
30554,19845.0
30555,14175.0
30556,10126.0
30557,9436.0
30558,13135.0
30559,10635.0
30560,11321.0
30561,11300.0
30562,14935.0
30563,9836.0
30564,10205.0
30565,10025.0
30566,10435.0
30567,13650.0
30568,14845.0
30569,11145.0
30570,13636.0
30571,10643.0
30572,14643.0
30573,10650.0
30574,14425.0
30575,13836.0
30576,12395.0
30577,11145.0
30578,10545.0
30579,14400.0
30580,13150.0
30581,10443.0
30582,16143.0
30583,13643.0
30584,11143.0
30585,11836.0
30586,19143.0
30587,7715.0
30588,11605.0
30589,9085.0
30590,12605.0
30591,8736.0
30592,15036.0
30593,14836.0
30594,8915.0
30595,12605.0
30596,13355.0
30597,8835.0
30598,10436.0
30599,10845.0
30600,10245.0
30601,8341.0
30602,8041.0
30603,11350.0
30604,12145.0
30605,22093.0
30606,21373.0
30607,17546.0
30608,18665.0
30609,10395.0
30610,9443.0
30611,10045.0
30612,9865.0
30613,8836.0
30614,10145.0
30615,14645.0
30616,11891.0
30617,13136.0
30618,13712.0
30619,9636.0
30620,9936.0
30621,8636.0
30622,10805.0
30623,18643.0
30624,15345.0
30625,14645.0
30626,8666.0
30627,10436.0
30628,11895.0
30629,18143.0
30630,9345.0
30631,12045.0
30632,13980.0
30633,10895.0
30634,13895.0
30635,10845.0
30636,10345.0
30637,16136.0
30638,8335.0
30639,16143.0
30640,18134.0
30641,8456.0
30642,18905.0
30643,7975.0
30644,18143.0
30645,9545.0
30646,10845.0
30647,10640.0
30648,18134.0
30649,12715.0
30650,11136.0
30651,10345.0
30652,11136.0
30653,10685.0
30654,11390.0
30655,10840.0
30656,18140.0
30657,9435.0
30658,13285.0
30659,11385.0
30660,8425.0
30661,13055.0
30662,17136.0
30663,8641.0
30664,12855.0
30665,12136.0
30666,10645.0
30667,13615.0
30668,13225.0
30669,9136.0
30670,11636.0
30671,13141.0
30672,8141.0
30673,15308.0
30674,9274.0
30675,7651.0
30676,12645.0
30677,11763.0
30678,10801.0
30679,12734.0
30680,18983.0
30681,23140.0
30682,13643.0
30683,9148.0
30684,17143.0
30685,20140.0
30686,15395.0
30687,11895.0
30688,29145.0
30689,17648.0
30690,13140.0
30691,7445.0
30692,17395.0
30693,21395.0
30694,16840.0
30695,8945.0
30696,18645.0
30697,10645.0
30698,11445.0
30699,28895.0
30700,14145.0
30701,15645.0
30702,11345.0
30703,13745.0
30704,15145.0
30705,24395.0
30706,17895.0
30707,19895.0
30708,13143.0
30709,14143.0
30710,20143.0
30711,13043.0
30712,11345.0
30713,19921.0
30714,19645.0
30715,12145.0
30716,20940.0
30717,9925.0
30718,8145.0
30719,12145.0
30720,15540.0
30721,11033.0
30722,9235.0
30723,8144.0
30724,13145.0
30725,9120.0
30726,16640.0
30727,12443.0
30728,9895.0
30729,13895.0
30730,26143.0
30731,14640.0
30732,17143.0
30733,11448.0
30734,11843.0
30735,10643.0
30736,18643.0
30737,17440.0
30738,15140.0
30739,10140.0
30740,11145.0
30741,11500.0
30742,10845.0
30743,13145.0
30744,7945.0
30745,18645.0
30746,7695.0
30747,14145.0
30748,7445.0
30749,13145.0
30750,11645.0
30751,8650.0
30752,12150.0
30753,11445.0
30754,14345.0
30755,19645.0
30756,17545.0
30757,10150.0
30758,9940.0
30759,11140.0
30760,20504.0
30761,13140.0
30762,18140.0
30763,14650.0
30764,10640.0
30765,12635.0
30766,10140.0
30767,10640.0
30768,13440.0
30769,10135.0
30770,9735.0
30771,16140.0
30772,12645.0
30773,9645.0
30774,13400.0
30775,15940.0
30776,15095.0
30777,12640.0
30778,14640.0
30779,15145.0
30780,14100.0
30781,9345.0
30782,10400.0
30783,15595.0
30784,10140.0
30785,14395.0
30786,9635.0
30787,8095.0
30788,21535.0
30789,13935.0
30790,12944.0
30791,7844.0
30792,16445.0
30793,12650.0
30794,8450.0
30795,10500.0
30796,15143.0
30797,14645.0
30798,15445.0
30799,12522.0
30800,9749.0
30801,11445.0
30802,19145.0
30803,13845.0
30804,17095.0
30805,14395.0
30806,10195.0
30807,9145.0
30808,12545.0
30809,11345.0
30810,9886.0
30811,12130.0
30812,16148.0
30813,17643.0
30814,17143.0
30815,12140.0
30816,12148.0
30817,14743.0
30818,17143.0
30819,14643.0
30820,10643.0
30821,10943.0
30822,11843.0
30823,10443.0
30824,19143.0
30825,13143.0
30826,10143.0
30827,16148.0
30828,15143.0
30829,16443.0
30830,13643.0
30831,10143.0
30832,12143.0
30833,14805.0
30834,10640.0
30835,11395.0
30836,10645.0
30837,19136.0
30838,10443.0
30839,15643.0
30840,14535.0
30841,15415.0
30842,15643.0
30843,17648.0
30844,20995.0
30845,20845.0
30846,19525.0
30847,20125.0
30848,10635.0
30849,19835.0
30850,12136.0
30851,14140.0
30852,12820.0
30853,9035.0
30854,9134.0
30855,13236.0
30856,13325.0
30857,17205.0
30858,15400.0
30859,9443.0
30860,12848.0
30861,11015.0
30862,8941.0
30863,10448.0
30864,14148.0
30865,13645.0
30866,11145.0
30867,8616.0
30868,25643.0
30869,14895.0
30870,17695.0
30871,13911.0
30872,10787.0
30873,10608.0
30874,10145.0
30875,13340.0
30876,11849.0
30877,23143.0
30878,14135.0
30879,9075.0
30880,11636.0
30881,14736.0
30882,14726.0
30883,12745.0
30884,9142.0
30885,11395.0
30886,10915.0
30887,10505.0
30888,14895.0
30889,12235.0
30890,14625.0
30891,17267.0
30892,12740.0
30893,13365.0
30894,10330.0
30895,11145.0
30896,11145.0
30897,19935.0
30898,18036.0
30899,9565.0
30900,10895.0
30901,13125.0
30902,13745.0
30903,13445.0
30904,11395.0
30905,7445.0
30906,7015.0
30907,8095.0
30908,16456.0
30909,13843.0
30910,12143.0
30911,14635.0
30912,16845.0
30913,8695.0
30914,8795.0
30915,14265.0
30916,7745.0
30917,13645.0
30918,17510.0
30919,12610.0
30920,13443.0
30921,10445.0
30922,11045.0
30923,14145.0
30924,16282.0
30925,20636.0
30926,10436.0
30927,12336.0
30928,8645.0
30929,8536.0
30930,12335.0
30931,12136.0
30932,13136.0
30933,8136.0
30934,10336.0
30935,16605.0
30936,12636.0
30937,11486.0
30938,12136.0
30939,15916.0
30940,8488.0
30941,9140.0
30942,12140.0
30943,12640.0
30944,14135.0
30945,18035.0
30946,11035.0
30947,10943.0
30948,12448.0
30949,10148.0
30950,9140.0
30951,9145.0
30952,17645.0
30953,14635.0
30954,13145.0
30955,11648.0
30956,20143.0
30957,12645.0
30958,12145.0
30959,10636.0
30960,19136.0
30961,11436.0
30962,9636.0
30963,13706.0
30964,13336.0
30965,10845.0
30966,10336.0
30967,12005.0
30968,19572.0
30969,11345.0
30970,7745.0
30971,11405.0
30972,17345.0
30973,13336.0
30974,13072.0
30975,11136.0
30976,18195.0
30977,11830.0
30978,12150.0
30979,12992.0
30980,20045.0
30981,13236.0
30982,11140.0
30983,10876.0
30984,15643.0
30985,16643.0
30986,7136.0
30987,9875.0
30988,8836.0
30989,19635.0
30990,17536.0
30991,10140.0
30992,9140.0
30993,11534.0
30994,19036.0
30995,10900.0
30996,10145.0
30997,16636.0
30998,9741.0
30999,10441.0
31000,9141.0
31001,11685.0
31002,11330.0
31003,16160.0
31004,10185.0
31005,11790.0
31006,14140.0
31007,10450.0
31008,16040.0
31009,10916.0
31010,8365.0
31011,23885.0
31012,10636.0
31013,11136.0
31014,10125.0
31015,15940.0
31016,17665.0
31017,16136.0
31018,8096.0
31019,8466.0
31020,6835.0
31021,8855.0
31022,12940.0
31023,8141.0
31024,8182.0
31025,11236.0
31026,17132.0
31027,11605.0
31028,8175.0
31029,13485.0
31030,33145.0
31031,12386.0
31032,12112.0
31033,18642.0
31034,10143.0
31035,10143.0
31036,19149.0
31037,16143.0
31038,16643.0
31039,19144.0
31040,14144.0
31041,14635.0
31042,11635.0
31043,11144.0
31044,11135.0
31045,11135.0
31046,11135.0
31047,13935.0
31048,15635.0
31049,13135.0
31050,14135.0
31051,11641.0
31052,12573.0
31053,9535.0
31054,11136.0
31055,9295.0
31056,9891.0
31057,10165.0
31058,18575.0
31059,19892.0
31060,12001.0
31061,10141.0
31062,10995.0
31063,11595.0
31064,12145.0
31065,11125.0
31066,18115.0
31067,14895.0
31068,11895.0
31069,10145.0
31070,8445.0
31071,13540.0
31072,9845.0
31073,8895.0
31074,11135.0
31075,18136.0
31076,10132.0
31077,13895.0
31078,12745.0
31079,10400.0
31080,23645.0
31081,15144.0
31082,17435.0
31083,11145.0
31084,12142.0
31085,11042.0
31086,14149.0
31087,13749.0
31088,11849.0
31089,11144.0
31090,10295.0
31091,10645.0
31092,8595.0
31093,19144.0
31094,12144.0
31095,11144.0
31096,10495.0
31097,13884.0
31098,10335.0
31099,10642.0
31100,10835.0
31101,13935.0
31102,12035.0
31103,9835.0
31104,10142.0
31105,16142.0
31106,13835.0
31107,11835.0
31108,10042.0
31109,10142.0
31110,9842.0
31111,11642.0
31112,13642.0
31113,14142.0
31114,11835.0
31115,13142.0
31116,11142.0
31117,17095.0
31118,11142.0
31119,13642.0
31120,10142.0
31121,12135.0
31122,9895.0
31123,9835.0
31124,13642.0
31125,11635.0
31126,14142.0
31127,11642.0
31128,10142.0
31129,10142.0
31130,9835.0
31131,10142.0
31132,18395.0
31133,10635.0
31134,9835.0
31135,10335.0
31136,10435.0
31137,11142.0
31138,11095.0
31139,10035.0
31140,13642.0
31141,15882.0
31142,11135.0
31143,14795.0
31144,12142.0
31145,10035.0
31146,13635.0
31147,14642.0
31148,10642.0
31149,12135.0
31150,14835.0
31151,12142.0
31152,12535.0
31153,11142.0
31154,12642.0
31155,14642.0
31156,9842.0
31157,13942.0
31158,12995.0
31159,14686.0
31160,9935.0
31161,18142.0
31162,16135.0
31163,10842.0
31164,10035.0
31165,11635.0
31166,17142.0
31167,11965.0
31168,10642.0
31169,11495.0
31170,18886.0
31171,17135.0
31172,12642.0
31173,12142.0
31174,13986.0
31175,10642.0
31176,21135.0
31177,16895.0
31178,14642.0
31179,13642.0
31180,12142.0
31181,13142.0
31182,17945.0
31183,17895.0
31184,11650.0
31185,10150.0
31186,10142.0
31187,10142.0
31188,12145.0
31189,11645.0
31190,14145.0
31191,7650.0
31192,13645.0
31193,8145.0
31194,10645.0
31195,10150.0
31196,16645.0
31197,11445.0
31198,13765.0
31199,16945.0
31200,14895.0
31201,10545.0
31202,14645.0
31203,8895.0
31204,13645.0
31205,13895.0
31206,15645.0
31207,9150.0
31208,11345.0
31209,11145.0
31210,11445.0
31211,12145.0
31212,13645.0
31213,9145.0
31214,16895.0
31215,9635.0
31216,12035.0
31217,13140.0
31218,12125.0
31219,14143.0
31220,21943.0
31221,7942.0
31222,17142.0
31223,7140.0
31224,17143.0
31225,8140.0
31226,10145.0
31227,15135.0
31228,17148.0
31229,10648.0
31230,13643.0
31231,10135.0
31232,10895.0
31233,10642.0
31234,13486.0
31235,13142.0
31236,14142.0
31237,10142.0
31238,13642.0
31239,14845.0
31240,10145.0
31241,10845.0
31242,12545.0
31243,10648.0
31244,16148.0
31245,11148.0
31246,12145.0
31247,13400.0
31248,16843.0
31249,13140.0
31250,13640.0
31251,12150.0
31252,14150.0
31253,13645.0
31254,8945.0
31255,8895.0
31256,11345.0
31257,16751.0
31258,9135.0
31259,14640.0
31260,11135.0
